index,STATE,CANDIDATE,OFFICE,DISTRICT,TOTAL AMOUNT,PAYEE 1,PAYEE AMOUNT 1,PAYEE 2,PAYEE AMOUNT 2,PAYEE 3,PAYEE AMOUNT 3,PAYEE 4,PAYEE AMOUNT 4,PAYEE 5,PAYEE AMOUNT 5,PAYEE 6,PAYEE AMOUNT 6,PAYEE 7,PAYEE AMOUNT 7,PAYEE 8,PAYEE AMOUNT 8,PAYEE 9,PAYEE AMOUNT 9,PAYEE 10,PAYEE AMOUNT 10,CATEGORY 1,CATEGORY AMOUNT 1,CATEGORY 2,CATEGORY AMOUNT 2,CATEGORY 3,CATEGORY AMOUNT 3,CATEGORY 4,CATEGORY AMOUNT 4,CATEGORY 5,CATEGORY AMOUNT 5,CATEGORY 6,CATEGORY AMOUNT 6,CATEGORY 7,CATEGORY AMOUNT 7,CATEGORY 8,CATEGORY AMOUNT 8,CATEGORY 9,CATEGORY AMOUNT 9,CATEGORY 10,CATEGORY AMOUNT 10
4104,NM,Stuart Ingle,State Senate,27,86126.13,Greg Baca For Senate,10500.0,Gould For Senate,10000.0,Stuart Ingle,5600.0,Fulfer For Senate,5000.0,Charles Chavez,3091.52,James White,3000.0,Bull Ring,2885.28,John Clark For Senate,2500.0,Our Values PAC,2500.0,Republican Party Of New Mexico,2500.0,Contribution & Donation,55640.31,Printing,6105.47,General Operations & Supplies,5455.52,Travel & Lodging,4850.0,Meals & Catering,3685.28,Media & Ads,2354.32,Office Expenses,1775.0,Accounting & Financial Management,1750.0,Utilities,1547.9900000000002,"PR, Communications, & Marketing",1078.75
4105,NM,Gay G. Kernan,State Senate,42,21440.779999999995,Committee To Elect Gregg Fulfer,5500.0,Hobbs Newssun,2454.5,Johnson Miller & Co,1388.5700000000002,Lovington Daily Leader,1093.96,Baca For Senate,1000.0,Committee To Elect Candace Gould,1000.0,Diamond For New Mexico,1000.0,James New Mexico Needs,1000.0,Klma Radio,801.0899999999999,NM Legislative Women's Caucus,600.0,Contribution & Donation,13948.9,Media & Ads,5654.879999999999,Accounting & Financial Management,1388.5700000000002,Printing,300.0,Meals & Catering,148.43,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
4106,NM,Gregg William Schmedes,State Senate,19,29754.050000000003,Campaign Marketing Strategies,20294.37,Guy The Printing,3984.5,ASPen Consulting And Accounting Services,2364.56,Jason Cook Design,1388.25,I360,977.64,Mailchimp,338.3,Stripe,218.9,Square,137.53,Facebook,50.0,No ranked payee found,0.0,"PR, Communications, & Marketing",21272.01,Printing,3984.5,Accounting & Financial Management,2364.56,Campaign Signs & Paraphernalia,1388.25,Credit Card Processing Fees,356.42999999999995,Software & Technology,338.3,Digital Advertising,50.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
4107,NM,Angelica Rubio,State House,35,8690.32,Amanda Dick-Peddi,2606.16,NMcO,2346.05,Connie Chapman,1952.5,Angelica Rubio,1000.0,Google,361.61,United States Postal Service/Postmaster (USPS),288.85,ActBlue,58.75999999999999,Pioneer Bank,26.74,State Lcs Printing Office (New Mexico),20.0,Beck's Coffee,12.0,General Operations & Supplies,4513.58,Media & Ads,1083.12,Reimbursement,1006.5,Salary & Payroll,748.0999999999999,"PR, Communications, & Marketing",541.57,Digital Advertising,361.61,Shipping & Postage,288.85,Credit Card Processing Fees,58.75999999999999,Fuel & Gas,46.16,Meals & Catering,22.07
4108,NM,Pete Campos,State Senate,8,46153.27,Dc Custom Design,13593.51,NM State Printing & Graphics (New Mexico),7302.959999999999,Abeyta & Associates,4870.88,Tomas Aguirre,4426.05,Verizon,2232.39,Melinda Garcia,2000.0,Century Link,1951.32,Las Vegas Optic,1434.5,Krtn Radio,1306.44,Sdc Broadcasting,1287.74,Media & Ads,13837.2,Campaign Signs & Paraphernalia,9639.02,Printing,7302.959999999999,Software & Technology,5484.45,Campaign Consulting,4731.0,Utilities,2232.39,"PR, Communications, & Marketing",1808.61,General Operations & Supplies,549.35,Office Expenses,323.59,Contribution & Donation,150.0
4109,NM,George K. Muñoz,State Senate,4,50070.85999999999,Cross Tabs,23461.54,Ctt,5880.25,Mark Fleisher,4000.0,Kgak,3639.4,Millennium Media,3555.5,Crosstabs Consulting,3199.03,George Munoz,2500.0,I Heart Media,1299.75,Nathan Rubinfield,600.0,Up Railroad Company,500.0,General Operations & Supplies,33681.19,Media & Ads,4855.25,Contribution & Donation,4000.0,Campaign Signs & Paraphernalia,3451.03,Salary & Payroll,2500.0,Canvassing & Field Work,600.0,Printing,567.0,Meals & Catering,250.0,Credit Card Payment & Bank Fees,158.0,Credit Card Processing Fees,8.39
4110,NM,Christine Trujillo,State House,25,3658.48,Brian Egolf,2000.0,Costco,658.48,Michael Plantenberg,400.0,Eric Griego,200.0,Maggie Toulouse,200.0,Elizabeth Thomson,100.0,Joy Garratt,100.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,Contribution & Donation,2400.0,General Operations & Supplies,858.48,Accounting & Financial Management,400.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
4111,NM,Gail Armstrong,State House,49,26296.08,Minuteman Press,5571.280000000001,NM Tech Performing Art Seriesholiday,3000.0,New Mexico Fleet Design,2191.21,Campaign Marketing Strategies,2102.5,Greater Belen Chamber Of Commerce,1700.0,Hendricks For New Mexico,1500.0,Socorro City Of,1500.0,Socorro County Fair And Rodeo Association (New Mexico),1500.0,Socorro Striders And Riders Co Julie Ford,1000.0,New Mexico State Printing,638.82,Media & Ads,18343.94,Software & Technology,3000.0,Contribution & Donation,2140.22,"PR, Communications, & Marketing",2102.5,Travel & Lodging,376.02,Credit Card Processing Fees,210.90000000000003,Meals & Catering,100.0,Credit Card Payment & Bank Fees,22.5,No ranked category found,0.0,No ranked category found,0.0
4112,NM,Raymundo Lara,State House,34,18062.02,Print Avenue NM,6402.24,Best Buy,1830.44,Camino Real Media,1555.85,Arlean Murillo,900.0,Greetings Etc,694.58,Community Action Agency Of Southern New Mexico,500.0,Democratic Party Of Dona Ana County (New Mexico),500.0,Joseph Sanchez,500.0,Southern New Mexico Project,500.0,Art Perez,400.0,Printing,5760.86,Media & Ads,3203.45,Contribution & Donation,1850.0,Software & Technology,1830.44,Canvassing & Field Work,1641.95,Meals & Catering,1296.49,Campaign Signs & Paraphernalia,849.11,Travel & Lodging,694.58,Shipping & Postage,354.75,General Operations & Supplies,252.35
4113,NM,Candy Spence Ezzell,State House,58,3352.5,Campaign Marketing Strategies,2102.5,Chaves County Republican Women (New Mexico),250.0,Dinah Vargas,250.0,Kayla Marsh,250.0,Roswell Daily Record,250.0,Susan Vescovo,250.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,"PR, Communications, & Marketing",2102.5,Contribution & Donation,750.0,Media & Ads,250.0,Political Funds & Groups,250.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
4114,NM,T. Ryan Lane,State House,3,131.1,Thomas Lane,118.8,Google,12.3,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,Credit Card Payment & Bank Fees,118.8,Digital Advertising,12.3,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
4115,NM,Peter Wirth,State Senate,25,151307.58,NM Senate Democrats PAC,25000.0,New Mexico Senate Democrats,17500.0,Bill Soules For State Senate (New Mexico),8500.0,Democratic Party Of New Mexico,5420.030000000001,Liz Stephanics For State Senate (New Mexico),3500.0,Antoinette Sedillo Lopez For State Senate (New Mexico),2500.0,Jacob Candelaria For State Senate (New Mexico),2500.0,Leo Jaramillo For NM Senate District 5,2500.0,Linda Lopez For State Senate (New Mexico),2500.0,Michael Padilla For State Senate (New Mexico),2500.0,Contribution & Donation,128000.0,Printing,17667.63,Travel & Lodging,3000.0,Software & Technology,623.3600000000001,Utilities,520.5,"PR, Communications, & Marketing",471.61,Shipping & Postage,324.5,Credit Card Processing Fees,261.23,Media & Ads,208.0,Reimbursement,153.8
4116,NM,Patricia A. Lundstrom,State House,9,75054.60999999999,Egolf Speaker Fund,10000.0,NM House Democratic Campaign (New Mexico),10000.0,People For Growing Our Economy PAC,10000.0,Mark Fleisher,8915.0,Janice Welch,4731.67,Greetings Etc,2467.59,Brian Egolf,2000.0,Joy Garrett,1250.0,Willie Madrid,1200.0,Isleta Resort,1042.39,Contribution & Donation,41104.43,Canvassing & Field Work,7350.0,General Operations & Supplies,5786.369999999999,Accounting & Financial Management,4700.0,Meals & Catering,4635.47,Printing,3612.2,Travel & Lodging,3322.74,Salary & Payroll,1487.54,Campaign Consulting,815.0,Event Expenses,695.0
4117,NM,Willie A. Madrid,State House,53,2644.92,New Mexico State Printing Office,1075.04,Well And Lighthouse,500.0,Elect Joseph Sanchez,250.0,Sam's Club,245.0,Stephen Jones,163.5,Democratic Party Of Otero County (New Mexico),130.0,Staples,85.71,Dreamhost Pmb,81.07,Amazon,80.72,Wells Fargo,24.0,Office Expenses,1241.47,Campaign Consulting,500.0,Contribution & Donation,250.0,General Operations & Supplies,245.0,Website Services,244.57,Meals & Catering,130.0,Credit Card Payment & Bank Fees,24.0,Credit Card Processing Fees,9.88,No ranked category found,0.0,No ranked category found,0.0
4118,NM,Randall T. Pettigrew,State House,61,21941.910000000003,Assign Advertising,8797.51,Ampersand Media & Design,4823.12,Blueprint Marketing,2433.23,Noalmark Broadcasting,1610.42,Campaign Victory,1579.7,Sun Hobbs New,1388.17,W105 Radio Mtd Radio,607.25,Home Depot,324.06,Lovington Daily Leader,253.38,Anedot,68.89999999999999,Media & Ads,17479.85,"PR, Communications, & Marketing",4012.93,General Operations & Supplies,324.06,Credit Card Processing Fees,68.89999999999999,Travel & Lodging,46.97,Salary & Payroll,9.2,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
4119,NM,James G. Townsend,State House,54,42002.99,Campaign Marketing Strategies,5212.0,Committee To Elect Jane E Powdrell,2500.0,Committee To Elect Martin Zamora,2500.0,Committee To Elect Ricky Little,2500.0,Committee To Elect John Jones,1000.0,Committee To Elect Karen Vanessa Chavez,1000.0,Committee To Elect Kaylee Renee Marshall,1000.0,Committee To Elect Kimberly Ann Kaehrmacmillan,1000.0,Committee To Elect Luis Terrazas,1000.0,Committee To Elect Mark Duncan,1000.0,Contribution & Donation,34250.0,"PR, Communications, & Marketing",5212.0,Printing,2500.0,Salary & Payroll,40.99,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
4120,NM,Andrea D. Romero,State House,46,7875.4,Boldwork,2456.06,Andrea Romero,1494.62,NM State Printing (New Mexico),1456.92,Mailchimp,674.95,Well & Lighthouse,500.0,Dropbox,450.0,ActBlue,262.97,Don Mickey Designs,247.03,Wix,168.0,Michaels,65.04,Campaign Consulting,2438.66,Printing,1768.99,Travel & Lodging,912.8,Office Expenses,900.0,Software & Technology,674.95,"PR, Communications, & Marketing",500.0,Credit Card Processing Fees,262.97,Website Services,168.0,Event Expenses,131.82,General Operations & Supplies,99.81
4121,NM,Linda M. Lopez,State Senate,11,13068.07,Greetings Etc!,5248.960000000001,Linda Lopez,4101.97,Otilio Ruiz,580.0,Legislative Council Service,451.0,Stor4Less,420.0,Walmart,409.12,Herrera Bus Company,400.0,Center Of Southwest Culture,250.0,Albuquerque Indian Center,200.0,Pete Zollinger,200.0,Printing,5527.980000000001,Fuel & Gas,2052.75,Reimbursement,1997.5,Contribution & Donation,1025.0,General Operations & Supplies,852.12,Event Expenses,580.0,Office Expenses,420.0,Direct Mail,223.7,Canvassing & Field Work,200.0,Shipping & Postage,110.0
4122,NM,Melanie Ann Stansbury,State House,28,31760.42,United States Postal Service/Postmaster (USPS),5097.820000000001,Don Mickey Designs,3877.03,NM State Printing & Graphics (New Mexico),2974.9,Run The World,2566.67,Kyra Ellis-Moore,2481.1400000000003,Bosque Strategies,2119.96,ActBlue,1918.97,Akt Communications,1797.1999999999998,Mail Quick,1311.15,House Democratic Caucus Committee (New Mexico),1000.0,Printing,6856.93,Shipping & Postage,6772.800000000001,Canvassing & Field Work,4040.2,Event Expenses,3111.67,Credit Card Processing Fees,2547.849999999999,"PR, Communications, & Marketing",1797.1999999999998,Campaign Consulting,1310.9,Digital Advertising,1062.91,Contribution & Donation,1000.0,Software & Technology,990.0
4123,NM,Doreen Wonda Johnson,State House,5,2262.56,NMhdcc,1500.0,United States Postal Service/Postmaster (USPS),208.0,Get Framed,195.18,Allsups,126.52,Albertsons,71.86,Metro Cab,61.0,T&R Market,40.0,United Airlines,30.0,Unm Cancer Center Fund Raiser,30.0,No ranked payee found,0.0,Contribution & Donation,1540.0,General Operations & Supplies,362.04,Shipping & Postage,208.0,Travel & Lodging,91.0,Fuel & Gas,61.52,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
4124,NM,Tara Lujan,State House,48,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked payee found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
4125,NM,Susan K. Herrera,State House,41,16614.68,Susan Herrera,4646.589999999999,Sun Rio Grande,2052.6800000000003,NMhdcc,2000.0,Verizon,1287.31,State Of New Mexico,968.76,State Printing Office (New Mexico),723.22,Andrea Multari,500.0,Best Buy,433.74,Chama Valley Times,389.47,El Dorado Hotel,307.34000000000003,Fuel & Gas,3965.27,Media & Ads,3265.92,Contribution & Donation,2720.0,General Operations & Supplies,1498.4900000000002,Utilities,1287.31,Software & Technology,901.23,Office Expenses,865.28,Campaign Signs & Paraphernalia,700.0,Reimbursement,494.31,Meals & Catering,365.78
4126,NM,Siah Correa Hemphill,State Senate,28,99218.25,Holguin Consulting,49027.74,Run The World,13976.0,Prestridge Political,4500.0,Siah Hemphill,2617.75,Biogeocreations,2589.0,ActBlue,2492.59,Silver City Daily Press,2488.6199999999994,Morningstar,2430.3,Mary Kincade,2397.2000000000003,Socorro Chieftan,2256.22,Direct Mail,29771.34,Campaign Consulting,26383.550000000003,Event Expenses,13976.0,Campaign Signs & Paraphernalia,8542.16,Media & Ads,5208.12,Website Services,3083.5,Credit Card Processing Fees,2781.07,Printing,2724.2,General Operations & Supplies,2160.37,Fundraising & Fundraising Consulting,1500.0
4127,NM,Roberto Jesse Gonzales,State Senate,6,18771.7,Taos News,9285.22,Arco,2200.0,Verizon,1750.0,Kit Carson Telecommunications,1202.95,Leonels Restaurant,672.37,Walmart,598.33,Taos Democratic Party (New Mexico),500.0,Office Depot,387.03,Kdce Radio 950 Am,299.58,United States Postal Service/Postmaster (USPS),275.0,Media & Ads,9952.03,Fuel & Gas,2559.79,Utilities,1750.0,"PR, Communications, & Marketing",1202.95,Meals & Catering,834.43,General Operations & Supplies,725.5899999999999,Printing,608.74,Office Expenses,399.02,Campaign Signs & Paraphernalia,295.71,Shipping & Postage,275.0
4128,NM,Shannon D. Pinto,State Senate,3,5668.42,Don Mickey Designs,2153.55,Millennium Media,1329.64,Basin Broadcasting Company,1299.0,Hustle,364.0,Home Depot,209.52,Sam's Club,161.77,Tractor Supply Committee,115.79,T & R Feed & Rope Center,35.15,No ranked payee found,0.0,No ranked payee found,0.0,Media & Ads,2628.6400000000003,Printing,2153.55,General Operations & Supplies,770.4399999999999,Political Funds & Groups,115.79,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
4129,NM,Jeff Steinborn,State Senate,36,9704.86,H & H Dinero Tree,5205.4,Mark Fleisher,1008.43,New Mexico State Printing Office,793.56,Ben Rodefer For New Mexico,750.0,Grapevine Plaza Event Center,742.52,Michelle Lujan Grisham For Governor,200.0,ActBlue,157.26,Patricia Roybal Caballero For State Representative (New Mexico),150.0,Claudia Risner For Senate,100.0,Rebecca Stair For State Senate (New Mexico),100.0,General Operations & Supplies,6223.83,Contribution & Donation,1500.0,Office Expenses,1243.56,Event Expenses,342.52,Credit Card Processing Fees,157.26,Printing,84.91999999999999,Website Services,62.95,Meals & Catering,36.18,Credit Card Payment & Bank Fees,28.15,Campaign Signs & Paraphernalia,16.22
4130,NM,Cathrynn N. Brown,State House,55,7136.050000000001,Campaign Market Strategies,2102.5,AT&T,1349.06,Best Buy,1224.65,Amazon,677.4300000000001,Affordable Energy PAC,500.0,Kccc Radio,487.41,Sahdbiz,277.08,Eastern New Mexico Junior Livestock Sale,150.0,Legislative Council Service Attn Accounting,143.92,United States Postal Service/Postmaster (USPS),134.0,Campaign Consulting,2102.5,Utilities,1349.06,Software & Technology,1224.65,Office Expenses,677.4300000000001,Media & Ads,637.4100000000001,Contribution & Donation,500.0,Shipping & Postage,277.92,Event Expenses,277.08,Travel & Lodging,90.0,No ranked category found,0.0
4131,NM,Rebecca L. Dow,State House,38,55408.66,Kw Consulting,8514.939999999999,Kkf Media,6330.33,Rebecca Dow,5777.93,United States Postal Service/Postmaster (USPS),2720.0,Southwest Sign Service,2172.36,Campaign Marketing Strategies,2102.5,State Of New Mexico,2005.56,Printplace,2001.25,Facebook,1854.7,Adelante Mailing & Fulfillment Center,1181.89,Campaign Consulting,9556.28,Media & Ads,9233.39,Fuel & Gas,5262.76,Contribution & Donation,4330.0,Shipping & Postage,3901.89,Event Expenses,3583.78,General Operations & Supplies,3435.2200000000003,"PR, Communications, & Marketing",3023.74,Travel & Lodging,2444.2000000000003,Digital Advertising,2413.92
4132,NM,Michelle Lujan Grisham,Governor,,8963251.87,Buying Time,3904050.38,Putnam Partners,525106.77,Creative Political Media,500282.37,Bouchard Gold Communications,449827.66,Anne Lewis Strategies,443727.59,Talbot Digital,380162.0,Adelante Mailing & Fulfillment Center,371068.2,Greenberg Quinlan Rosner Research,280881.57,Berger Hirschberg Strategies,209820.75,ActBlue,155209.11,Media & Ads,5092337.540000001,Campaign Consulting,612809.1799999999,Salary & Payroll,498734.82,Direct Mail,449827.66,Digital & Social Media Consulting,380162.0,Payroll Tax,368227.17,Polling & Research,280881.57,Travel & Lodging,165208.33,Credit Card Processing Fees,160250.72999999998,Printing,129827.24
4133,NM,Jack O. Chatfield,State House,67,12299.51,Jack Chatfield,7716.44,Morgan Mangelsdorf,2093.0,Pera,1000.0,Office Depot,334.03,Marriott Hotels,238.96,NM Design & Print,229.78,Harding County Roundup (New Mexico),154.0,Santa Fe Party Rental,135.55,United States Postal Service/Postmaster (USPS),110.0,Holiday Inn,108.66,Fuel & Gas,6875.84,General Operations & Supplies,3093.0,Canvassing & Field Work,840.6,Travel & Lodging,756.4899999999999,Office Expenses,469.58,Media & Ads,154.0,Shipping & Postage,110.0,No ranked category found,0.0,No ranked category found,0.0,No ranked category found,0.0
