STATE,NAME,ASSOCIATED QUERY,OFFICE,DISTRICT,ELECTION YEAR
VT,THOMAS CHITTENDEN,"CHITTENDEN, THOMAS IRA",STATE SENATE,CHITTENDEN,2020.0
VT,KEVIN B. CHRISTIE,"VIENS, CHRIS",STATE HOUSE,WINDSOR-4-2,2020.0
VT,BRIAN CINA,"CINA, BRIAN",STATE HOUSE,CHITTENDEN-6-4,2020.0
VT,ALISON HUDNUT CLARKSON,"CLARKSON, ALISON",STATE SENATE,WINDSOR,2020.0
VT,SARA COFFEY,"COFFEY, SARA",STATE HOUSE,WINDHAM-1,2020.0
VT,SELENE COLBURN,"COLBURN, SELENE",STATE HOUSE,CHITTENDEN-6-4,2020.0
VT,BRIAN COLLAMORE,"COLLAMORE, BRIAN PAUL",STATE SENATE,RUTLAND,2020.0
VT,HAROLD COLSTON,"COLSTON, HAL",STATE HOUSE,CHITTENDEN-6-7,2020.0
VT,PETER CONLON,"NEWTON, PETER",STATE HOUSE,ADDISON-2,2020.0
VT,SARAH L. COPELAND-HANZAS,"COPELAND HANZAS, SARAH LOUISE",STATE HOUSE,ORANGE-2,2020.0
VT,TIMOTHY R. CORCORAN,NOT FOUND,STATE HOUSE,BENNINGTON-2-1,2020.0
VT,MARI CORDES,"CORDES, MARI",STATE HOUSE,ADDISON-4,2020.0
VT,ANN E. CUMMINGS,"CUMMINGS, ANN E.",STATE SENATE,WASHINGTON,2020.0
VT,LARRY P. CUPOLI,"CUPOLI, LARRY &QUOT;COOPER&QUOT;",STATE HOUSE,RUTLAND-5-2,2020.0
VT,EILEEN G. DICKINSON,"DICKINSON, EILEEN",STATE HOUSE,FRANKLIN-3-2,2020.0
VT,KARI DOLAN,"DOLAN, KARI",STATE HOUSE,WASHINGTON-7,2020.0
VT,KAREN DOLAN,"DOLAN, KAREN NICOLE",STATE HOUSE,CHITTENDEN-8-2,2020.0
VT,ANNE B. DONAHUE,"DONAHUE, ANNE B",STATE HOUSE,WASHINGTON-1,2020.0
VT,KATE DONNALLY,"DONNALLY, KATE MAY",STATE HOUSE,LAMOILLE-2,2020.0
VT,DAVID K. DURFEE,"DURFEE, DAVID K.",STATE HOUSE,BENNINGTON-3,2020.0
VT,CALEB ELDER,"ELDER, CALEB R",STATE HOUSE,ADDISON-4,2020.0
VT,ALICE M. EMMONS,"EMMONS, ALICE MARIE",STATE HOUSE,WINDSOR-3-2,2020.0
VT,PETER J. FAGAN,"FAGAN, PETER JAMES",STATE HOUSE,RUTLAND-5-1,2020.0
VT,MARTHA A. FELTUS,"FELTUS, MARTHA &QUOT;MARTY&QUOT;",STATE HOUSE,CALEDONIA-4,2020.0
VT,JOHN GANNON,JOHN GANNON,STATE HOUSE,WINDHAM-6,2020.0
VT,LESLIE GOLDMAN,"GOLDMAN, LESLIE",STATE HOUSE,WINDHAM-3,2020.0
VT,KENNETH W. GOSLANT,"GOSLANT, KENNETH W",STATE HOUSE,WASHINGTON-1,2020.0
VT,MAXINE JO GRAD,"GRAD, MAXINE JO",STATE HOUSE,WASHINGTON-7,2020.0
VT,RODNEY P. GRAHAM,"GRAHAM, RODNEY",STATE HOUSE,ORANGE-1,2020.0
VT,MOLLY GRAY,"GRAY, MOLLY",LIEUTENANT GOVERNOR,,2020.0
VT,JAMES GREGOIRE,"GREGOIRE, JAMES",STATE HOUSE,FRANKLIN-6,2020.0
VT,LISA ABBOTT HANGO,"HANGO, LISA A",STATE HOUSE,FRANKLIN-5,2020.0
VT,RUTH HARDY,"HARDY, RUTH",STATE SENATE,ADDISON,2020.0
VT,JAMES HARRISON,"HARRISON, JAMES",STATE HOUSE,RUTLAND-WINDSOR-1,2020.0
VT,ROBERT G. HELM,NOT FOUND,STATE HOUSE,RUTLAND-3,2020.0
VT,MARK A. HIGLEY,"HIGLEY, MARK ALFRED",STATE HOUSE,ORLEANS-LAMOILLE,2020.0
VT,CHERYL MAZZARIELLO HOOKER,"HOOKER, CHERYL",STATE SENATE,RUTLAND,2020.0
VT,ROBERT HOOPER,"HOOPER, ROBERT JEFFERY",STATE HOUSE,CHITTENDEN-6-1,2020.0
VT,MARY S. HOOPER,NOT FOUND,STATE HOUSE,WASHINGTON-4,2020.0
VT,JAY HOOPER,"HOOPER, PHILIP JAY",STATE HOUSE,ORANGE-WASHINGTON-ADDISON,2020.0
VT,LORI HOUGHTON,"HOUGHTON, LORI",STATE HOUSE,CHITTENDEN-8-2,2020.0
VT,MARY E. HOWARD,"HOWARD, MARY ELENA",STATE HOUSE,RUTLAND-5-3,2020.0
VT,RUSS INGALLS,"INGALLS, RUSSELL H",STATE SENATE,ESSEX-ORLEANS,2020.0
VT,KATHLEEN JAMES,"JAMES, KATHLEEN COLLIER",STATE HOUSE,BENNINGTON-4,2020.0
VT,STEPHANIE JEROME,"JEROME, STEPHANIE ZAK",STATE HOUSE,RUTLAND-6,2020.0
VT,KIMBERLY JESSUP,"JESSUP, KIMBERLY",STATE HOUSE,WASHINGTON-5,2020.0
VT,JOHN KILLACKY,"KILLACKY, JOHN",STATE HOUSE,CHITTENDEN-7-3,2020.0
VT,CHARLIE KIMBELL,"KIMBELL, CHARLES A",STATE HOUSE,WINDSOR-5,2020.0
VT,JANE M. KITCHEL,"KITCHEL, JANE",STATE SENATE,CALEDONIA,2020.0
VT,WARREN FREDERICK KITZMILLER,NOT FOUND,STATE HOUSE,WASHINGTON-4,2020.0
VT,EMILIE KORNHEISER,"KORNHEISER, EMILIE KATHERINE",STATE HOUSE,WINDHAM-2-1,2020.0
VT,JILL L. KROWINSKI,"KROWINSKI, JILL",STATE HOUSE,CHITTENDEN-6-3,2020.0
VT,ROBERT B. LACLAIR,"LACLAIR, ROBERT B",STATE HOUSE,WASHINGTON-2,2020.0
VT,MARTIN LALONDE,"LALONDE, MARTIN JAMES",STATE HOUSE,CHITTENDEN-7-1,2020.0
VT,DIANE M. LANPHER,"LANPHER, DIANE",STATE HOUSE,ADDISON-3,2020.0
VT,PAUL D. LEFEBVRE,"LEFEBVRE, PAUL D",STATE HOUSE,ESSEX-CALEDONIA-ORLEANS,2020.0
VT,SAMANTHA LEFEBVRE,"LEFEBVRE, SAMANTHA IDA",STATE HOUSE,ORANGE-1,2020.0
VT,FELISHA LEFFLER,"LEFFLER, FELISHA",STATE HOUSE,FRANKLIN-7,2020.0
VT,WILLIAM J. LIPPERT,"LIPPERT, BILL",STATE HOUSE,CHITTENDEN-4-2,2020.0
VT,EMILY J. LONG,NOT FOUND,STATE HOUSE,WINDHAM-5,2020.0
VT,VIRGINIA V. LYONS,"LYONS, VIRGINIA",STATE SENATE,CHITTENDEN,2020.0
VT,MARK A. MACDONALD,"MACDONALD, MARK",STATE SENATE,ORANGE,2020.0
VT,MICHAEL J. MARCOTTE,"MARCOTTE, MICHAEL J",STATE HOUSE,ORLEANS-2,2020.0
VT,MARCIA ROBINSON MARTEL,"MARTEL, MARCIA ROBINSON",STATE HOUSE,CALEDONIA-1,2020.0
VT,PAUL MARTIN,"MARTIN, PAUL JOSEPH",STATE HOUSE,FRANKLIN-5,2020.0
VT,JAMES W. MASLAND,"MASLAND, JIM",STATE HOUSE,WINDSOR-ORANGE-2,2020.0
VT,CHRISTOPHER MATTOS,"MATTOS, CHRISTOPHER",STATE HOUSE,CHITTENDEN-10,2020.0
VT,RICHARD T. MAZZA,NOT FOUND,STATE SENATE,GRAND ISLE,2020.0
VT,MICHAEL D. MCCARTHY,"MCCARTHY, MIKE D",STATE HOUSE,FRANKLIN-3-1,2020.0
VT,RICHARD J. MCCORMACK,"MCCORMACK, RICHARD J",STATE SENATE,WINDSOR,2020.0
VT,CURTIS A. MCCORMACK,"MCCORMACK, CURT ALLAN",STATE HOUSE,CHITTENDEN-6-3,2020.0
VT,PATRICIA A. MCCOY,"MCCOY, PATRICIA ANN",STATE HOUSE,RUTLAND-1,2020.0
VT,JAMES M. MCCULLOUGH,"MCCULLOUGH, JIM",STATE HOUSE,CHITTENDEN-2,2020.0
VT,FRANCIS MATTHEW MCFAUN,"MCFAUN, FRANCIS &QUOT;TOPPER&QUOT;",STATE HOUSE,WASHINGTON-2,2020.0
VT,LELAND J. MORGAN,"MORGAN, LELAND J",STATE HOUSE,GRAND ISLE-CHITTENDEN,2020.0
VT,MICHAEL R. MORGAN,"MORGAN, MICHAEL RONALD",STATE HOUSE,GRAND ISLE-CHITTENDEN,2020.0
VT,KRISTI MORRIS,"MORRIS, KRISTI C",STATE HOUSE,WINDSOR-3-2,2020.0
VT,MARY A. MORRISSEY,NOT FOUND,STATE HOUSE,BENNINGTON-2-2,2020.0
VT,MICHAEL MROWICKI,"MROWICKI, MIKE",STATE HOUSE,WINDHAM-4,2020.0
VT,EMMA MULVANEY-STANAK,"MULVANEY-STANAK, EMMA",STATE HOUSE,CHITTENDEN-6-2,2020.0
VT,BARBARA SMITH MURPHY,NOT FOUND,STATE HOUSE,FRANKLIN-2,2020.0
VT,LOGAN NICOLL,"NICOLL, LOGAN MICHAEL",STATE HOUSE,RUTLAND-WINDSOR-2,2020.0
VT,MICHAEL NIGRO,"NIGRO, MICHAEL",STATE HOUSE,BENNINGTON-2-2,2020.0
VT,ALICE W. NITKA,"NITKA, ALICE W",STATE SENATE,WINDSOR,2020.0
VT,TERRY NORRIS,"NORRIS, TERRY EMERSON",STATE HOUSE,ADDISON-RUTLAND,2020.0
VT,ROBERT W. NORRIS,"NORRIS, ROBERT WAYNE",STATE HOUSE,FRANKLIN-4,2020.0
VT,WILLIAM NOTTE,"NOTTE, WILLIAM JOSEPH",STATE HOUSE,RUTLAND-5-4,2020.0
VT,DANIEL NOYES,"NOYES, DANIEL",STATE HOUSE,LAMOILLE-2,2020.0
VT,JOHN O'BRIEN,"OBRIEN, JOHN KENNETH",STATE HOUSE,WINDSOR-ORANGE-1,2020.0
VT,CAROL ODE,"ODE, CAROL",STATE HOUSE,CHITTENDEN-6-1,2020.0
VT,WOODMAN H. PAGE,"PAGE, WOODMAN",STATE HOUSE,ORLEANS-2,2020.0
VT,KELLY MACLAURY PAJALA,"PAJALA, KELLY M",STATE HOUSE,WINDHAM-BENNINGTON-WINDSOR,2020.0
VT,JOHN PALASIK,"PALASIK, JOHN",STATE HOUSE,CHITTENDEN-10,2020.0
VT,COREY J. PARENT,"PARENT, COREY",STATE SENATE,FRANKLIN,2020.0
VT,JOSEPH PARSONS,"PARSONS, JOSEPH",STATE HOUSE,ORANGE-CALEDONIA,2020.0
VT,CAROLYN WELLS PARTRIDGE,"PARTRIDGE, CAROLYN WELLS",STATE HOUSE,WINDHAM-3,2020.0
VT,AVRAM PATT,"PATT, AVRAM",STATE HOUSE,LAMOILLE-WASHINGTON,2020.0
VT,HENRY PEARL,"PEARL, HENRY",STATE HOUSE,CALEDONIA-WASHINGTON,2020.0
VT,CHRISTOPHER A. PEARSON,"PEARSON, CHRISTOPHER A",STATE SENATE,CHITTENDEN,2020.0
VT,ANDREW PERCHLIK,"PERCHLIK, ANDREW",STATE SENATE,WASHINGTON,2020.0
VT,ARTHUR PETERSON,"PETERSON, ARTHUR",STATE HOUSE,RUTLAND-2,2020.0
VT,ANTHONY POLLINA,"POLLINA, ANTHONY",STATE SENATE,WASHINGTON,2020.0
VT,ANN D. PUGH,"PUGH, ANN",STATE HOUSE,CHITTENDEN-7-2,2020.0
VT,BARBARA RACHELSON,"RACHELSON, BARBARA",STATE HOUSE,CHITTENDEN-6-6,2020.0
VT,KESHA K. RAM,"RAM, KESHA",STATE SENATE,CHITTENDEN,2020.0
VT,MARYBETH CHRISTIE REDMOND,"REDMOND, MARYBETH CHRISTIE",STATE HOUSE,CHITTENDEN-8-1,2020.0
VT,LUCY ROGERS,"ROGERS, LUCY",STATE HOUSE,LAMOILLE-3,2020.0
VT,CARL J. ROSENQUIST,"ROSENQUIST, CARL JOHAN",STATE HOUSE,FRANKLIN-1,2020.0
VT,LARRY SATCOWITZ,"SATCOWITZ, LAWRENCE",STATE HOUSE,ORANGE-WASHINGTON-ADDISON,2020.0
VT,BRIAN K. SAVAGE,"SAVAGE, BRIAN K",STATE HOUSE,FRANKLIN-4,2020.0
VT,ROBIN SCHEU,"SCHEU, ROBIN P",STATE HOUSE,ADDISON-1,2020.0
VT,HEIDI E. SCHEUERMANN,"SCHEUERMANN, HEIDI",STATE HOUSE,LAMOILLE-1,2020.0
VT,PHILLIP B. SCOTT,"SCOTT, PHIL",GOVERNOR,,2020.0
VT,RICHARD W. SEARS,"SEARS, RICHARD W",STATE SENATE,BENNINGTON,2020.0
VT,PATRICK SEYMOUR,"SEYMOUR, PATRICK",STATE HOUSE,CALEDONIA-4,2020.0
VT,CHARLES H. SHAW,"SHAW, CHARLES &QUOT;BUTCH&QUOT;",STATE HOUSE,RUTLAND-6,2020.0
VT,AMY SHELDON,"SHELDON, AMY",STATE HOUSE,ADDISON-1,2020.0
VT,LAURA SIBILIA,"SIBILIA, LAURA",STATE HOUSE,WINDHAM-BENNINGTON,2020.0
VT,KATHERINE SIMS,"SIMS, KATHERINE",STATE HOUSE,ORLEANS-CALEDONIA,2020.0
VT,MICHAEL SIROTKIN,"SIROTKIN, MICHAEL",STATE SENATE,CHITTENDEN,2020.0
VT,TAYLOR SMALL,"SMALL, TAYLOR",STATE HOUSE,CHITTENDEN-6-7,2020.0
VT,HARVEY T. SMITH,"SMITH, HARVEY T",STATE HOUSE,ADDISON-5,2020.0
VT,BRIAN SMITH,"PINE, BRIAN THOMAS",STATE HOUSE,ORLEANS-1,2020.0
VT,TREVOR J. SQUIRRELL,"SQUIRRELL, TREVOR",STATE HOUSE,CHITTENDEN-3,2020.0
VT,ROBERT A. STARR,"STARR, ROBERT ARTHUR",STATE SENATE,ESSEX-ORLEANS,2020.0
VT,GABRIELLE STEBBINS,"STEBBINS, GABRIELLE ANNA",STATE HOUSE,CHITTENDEN-6-5,2020.0
VT,THOMAS S. STEVENS,"STEVENS, THOMAS",STATE HOUSE,WASHINGTON-CHITTENDEN,2020.0
VT,VICKI M. STRONG,"STRONG, VICKI MURANO",STATE HOUSE,ORLEANS-CALEDONIA,2020.0
VT,LINDA JOY SULLIVAN,"SULLIVAN, LINDA",STATE HOUSE,BENNINGTON-RUTLAND,2020.0
VT,HEATHER SURPRENANT,"SURPRENANT, HEATHER",STATE HOUSE,WINDSOR-4-1,2020.0
VT,CURT TAYLOR,"TAYLOR, CURT DUNCAN",STATE HOUSE,CHITTENDEN-9-1,2020.0
VT,THOMAS P. TERENZINI,"TERENZINI, THOMAS PAUL",STATE HOUSE,RUTLAND-4,2020.0
VT,JOSHUA C. TERENZINI,"TERENZINI , JOSHUA CLINTON",STATE SENATE,RUTLAND,2020.0
VT,GEORGE W. TILL,"TILL, GEORGE",STATE HOUSE,CHITTENDEN-3,2020.0
VT,TRISTAN D. TOLENO,"TOLENO, TRISTAN DAVID",STATE HOUSE,WINDHAM-2-3,2020.0
VT,CASEY J. TOOF,"TOOF, CASEY JOSEPH",STATE HOUSE,FRANKLIN-3-1,2020.0
VT,MAIDA FLORENCE TOWNSEND,"TOWNSEND, MAIDA FLORENCE",STATE HOUSE,CHITTENDEN-7-4,2020.0
VT,JOSEPH TROIANO,"TROIANO, JOSEPH &QUOT;CHIP&QUOT;",STATE HOUSE,CALEDONIA-2,2020.0
VT,TANYA VYHOVSKY,"VYHOVSKY, TANYA",STATE HOUSE,CHITTENDEN-8-1,2020.0
VT,TOMMY WALZ,"WALZ, TOMMY J",STATE HOUSE,WASHINGTON-3,2020.0
VT,KATHRYN WEBB,"WEBB, KATE",STATE HOUSE,CHITTENDEN-5-1,2020.0
VT,RICHARD A. WESTMAN,"WESTMAN, RICHARD A.",STATE SENATE,LAMOILLE,2020.0
VT,JEANETTE K. WHITE,"WHITE, JEANETTE K",STATE SENATE,WINDHAM,2020.0
VT,REBECCA WHITE,"WHITE, REBECCA",STATE HOUSE,WINDSOR-4-2,2020.0
VT,KIRK WHITE,"WHITE, KIRK",STATE HOUSE,WINDSOR-RUTLAND,2020.0
VT,DANE WHITMAN,"WHITMAN, DANE",STATE HOUSE,BENNINGTON-2-1,2020.0
VT,TERRI LYNN WILLIAMS,"WILLIAMS, TERRI LYNN",STATE HOUSE,ESSEX-CALEDONIA,2020.0
VT,THERESA A. WOOD,"WOOD, THERESA A. M.",STATE HOUSE,WASHINGTON-CHITTENDEN,2020.0
VT,DAVID W. YACOVONE,"YACOVONE, DAVID WARREN",STATE HOUSE,LAMOILLE-WASHINGTON,2020.0
VT,MICHAEL L. YANTACHKA,"YANTACHKA, MICHAEL",STATE HOUSE,CHITTENDEN-4-1,2020.0
VA,LESLIE R. ADAMS,LES R. ADAMS-FRIENDS OF LES ADAMS,STATE HOUSE,16,2019.0
VA,DAWN M. ADAMS,DR. DAWN MARIE ADAMS-ADAMS4DELEGATE,STATE HOUSE,68,2019.0
VA,LASHRECSE D. AIRD,MRS. LASHRECSE DIANNA AIRD-AIRD FOR DELEGATE,STATE HOUSE,63,2019.0
VA,ALEX Q. ASKEW,ALEX QUENTIN ASKEW-FRIENDS OF ALEX ASKEW,STATE HOUSE,85,2019.0
VA,TERRY L. AUSTIN,MR. TERRY LEE AUSTIN-TERRY AUSTIN FOR HOUSE OF DELEGATES,STATE HOUSE,19,2019.0
VA,G. AVOLI,G.  AVOLI-G. JOHN AVOLI FOR DELEGATE,STATE HOUSE,20,2019.0
VA,HALA SOPHIA AYALA,HALA  AYALA-HALA FOR VIRGINIA,STATE HOUSE,51,2019.0
VA,LAMONT BAGBY,LAMONT  BAGBY-FRIENDS OF LAMONT BAGBY,STATE HOUSE,74,2019.0
VA,GEORGE L. BARKER,HON. GEORGE LINCOLN BARKER-GEORGE BARKER FOR SENATE,STATE SENATE,39,2019.0
VA,AMANDA E. BATTEN,AMANDA ETTER BATTEN-FRIENDS OF AMANDA BATTEN,STATE HOUSE,96,2019.0
VA,ROBERT B. BELL,MR. ROBERT B BELL-ROB BELL FOR DELEGATE,STATE HOUSE,58,2019.0
VA,JOHN J. BELL,JOHN  BELL-JOHN BELL FOR STATE SENATE,STATE SENATE,13,2019.0
VA,ROBERT SPURGEON BLOXOM,MR ROBERT SPURGEON BLOXOM JR-ELECT BLOXOM FOR DELEGATE,STATE HOUSE,100,2019.0
VA,JEFFREY M. BOURNE,MR. JEFFREY M. BOURNE-FRIENDS OF JEFF BOURNE,STATE HOUSE,71,2019.0
VA,JENNIFER BARTON BOYSKO,JENNIFER B BOYSKO-FRIENDS OF JENNIFER BOYSKO,STATE SENATE,33,2019.0
VA,EMILY M. BREWER,EMILY  BREWER-FRIENDS OF EMILY BREWER,STATE HOUSE,64,2019.0
VA,DAVID L. BULOVA,MR. DAVID  BULOVA-FRIENDS OF DAVID BULOVA,STATE HOUSE,37,2019.0
VA,KATHY J. BYRON,KATHY JAYNE BYRON-FRIENDS OF KATHY BYRON,STATE HOUSE,22,2019.0
VA,JEFFREY L. CAMPBELL,JEFFREY LYNN CAMPBELL-FRIENDS OF JEFF CAMPBELL,STATE HOUSE,6,2019.0
VA,RONNIE R. CAMPBELL,RONNIE R CAMPBELL-THE CAMPAIGN FOR RONNIE CAMPBELL FOR VA DELEGATE,STATE HOUSE,24,2019.0
VA,BETSY B. CARR,BETSY BROOKS CARR-CARR FOR DELEGATE,STATE HOUSE,69,2019.0
VA,LEE J. CARTER,LEE JIN CARTER-CARTER FOR VIRGINIA,STATE HOUSE,50,2019.0
VA,AMANDA FREEMAN CHASE,MRS. AMANDA FREEMAN CHASE-FRIENDS OF AMANDA CHASE,STATE SENATE,11,2019.0
VA,MARK L. COLE,MR. MARK L COLE-MARK COLE FOR DELEGATE,STATE HOUSE,88,2019.0
VA,JOSHUA G. COLE,REV. JOSHUA G. COLE-COLE FOR VA,STATE HOUSE,28,2019.0
VA,KELLY K. CONVIRS-FOWLER,MRS. KELLY  CONVIRS-FOWLER-FRIENDS OF KELLY FOWLER,STATE HOUSE,21,2019.0
VA,JOHN A. COSGROVE,JOHN A COSGROVE-COSGROVE FOR SENATE,STATE SENATE,14,2019.0
VA,MARVIN KIRKLAND COX,MR. M. KIRKLAND COX-FRIENDS OF KIRK COX,STATE HOUSE,66,2019.0
VA,CARRIE EMERSON COYNER,MS. CARRIE EMERSON COYNER-FRIENDS OF CARRIE COYNER,STATE HOUSE,62,2019.0
VA,GLENN R. DAVIS,MR. GLENN  DAVIS-FRIENDS OF GLENN R. DAVIS,STATE HOUSE,84,2019.0
VA,R. CREIGH DEEDS,ROBERT CREIGH DEEDS-DEEDS FOR STATE SENATE,STATE SENATE,25,2019.0
VA,KARRIE K. DELANEY,KARRIE  DELANEY-KARRIE DELANEY FOR DELEGATE,STATE HOUSE,67,2019.0
VA,WILLIAM R. DESTEPH,MR WILLIAM ROBERT DESTEPH JR-FRIENDS OF BILL DESTEPH FOR SENATE,STATE SENATE,8,2019.0
VA,SIOBHAN S. DUNNAVANT,DR. SIOBHAN STOLLE DUNNAVANT-FRIENDS OF SIOBHAN DUNNAVANT,STATE SENATE,12,2019.0
VA,ADAM P. EBBIN,HON. ADAM  EBBIN-EBBIN FOR VIRGINIA,STATE SENATE,30,2019.0
VA,JAMES E. EDMUNDS,MR. JAMES EASLEY EDMUNDS II-FRIENDS OF JAMES EDMUNDS,STATE HOUSE,60,2019.0
VA,JOHN S. EDWARDS,SENATOR JOHN SAUL EDWARDS-EDWARDS FOR VIRGINIA STATE SENATE,STATE SENATE,21,2019.0
VA,JUSTIN E. FAIRFAX,JUSTIN  FAIRFAX-,LIEUTENANT GOVERNOR,,2018.0
VA,C. MATT FARISS,MR. CHARLES MATTHEW FARISS-FRIENDS OF MATT FARISS,STATE HOUSE,59,2019.0
VA,BARBARA A. FAVOLA,BARBARA ANN FAVOLA-FAVOLA FOR STATE SENATE,STATE SENATE,31,2019.0
VA,EILEEN R. FILLER-CORN,EILEEN  FILLER-CORN-EILEEN FILLER-CORN FOR DELEGATE,STATE HOUSE,41,2019.0
VA,HYLAND F. FOWLER,MR HYLAND FRANKLIN FOWLER JR-BUDDY FOWLER FOR DELEGATE,STATE HOUSE,55,2019.0
VA,NICHOLAS J. FREITAS,MR. NICHOLAS JASON FREITAS-FRIENDS OF NICK FREITAS,STATE HOUSE,30,2019.0
VA,C. TODD GILBERT,CHRISTOPHER TODD GILBERT-GILBERT FOR DELEGATE,STATE HOUSE,15,2019.0
VA,GWENDOLYN W. GOODITIS,GWENDOLYN WALLACE GOODITIS-FRIENDS OF WENDY GOODITIS,STATE HOUSE,10,2019.0
VA,ANGELIA WILLIAMS GRAVES,MRS. ANGELIA WILLIAMS GRAVES-CITIZENS FOR ANGELA WILLIAMS GRAVES,STATE HOUSE,90,2021.0
VA,NANCY D. GUY,MS. NANCY DAHLMAN GUY-GUY FOR DELEGATE,STATE HOUSE,83,2019.0
VA,ELIZABETH R. GUZMAN,MRS. ELIZABETH ROSALINA GUZMAN-ELIZABETH GUZMAN FOR DELEGATE,STATE HOUSE,31,2019.0
VA,TRAVIS HACKWORTH,THURMAN TRAVIS HACKWORTH-HACKWORTH FOR VIRGINIA,STATE SENATE,38,2021.0
VA,EMMETT W. HANGER,EMMETT W. HANGER JR.-HANGER CAMPAIGN COMMITTEE,STATE SENATE,24,2019.0
VA,GHAZALA F. HASHMI,GHAZALA FIRDOUS HASHMI-FRIENDS OF GHAZALA HASHMI,STATE SENATE,10,2019.0
VA,C. E. CLIFF HAYES,MR. CLIFTON EUGENE HAYES JR.-HAYES FOR DELEGATE,STATE HOUSE,77,2019.0
VA,CHRISTOPHER T. HEAD,DELEGATE CHRISTOPHER TRACY HEAD-ELECT CHRIS HEAD,STATE HOUSE,17,2019.0
VA,DAN I. HELMER,DANIEL  HELMER-HELMER FOR VIRGINIA,STATE HOUSE,40,2019.0
VA,STEPHEN E. HERETICK,MR. STEPHEN EDWARD HERETICK-STEVE HERETICK FOR DELEGATE,STATE HOUSE,79,2019.0
VA,CHARNIELE L. HERRING,MS. CHARNIELE LERHONDA HERRING-FRIENDS OF CHARNIELE HERRING,STATE HOUSE,46,2019.0
VA,M. KEITH HODGES,MYRON KEITH HODGES-FRIENDS OF KEITH HODGES,STATE HOUSE,98,2019.0
VA,PATRICK A. HOPE,PATRICK A. HOPE-FRIENDS OF PATRICK HOPE,STATE HOUSE,47,2019.0
VA,JANET DENISON HOWELL,JANET  HOWELL-FRIENDS OF JANET HOWELL,STATE SENATE,32,2019.0
VA,SALLY L. HUDSON,MS. SALLY  HUDSON-SALLY FOR VIRGINIA,STATE HOUSE,57,2019.0
VA,CHRIS L. HURST,MR. CHRIS LAIRD HURST-CHRIS HURST FOR DELEGATE,STATE HOUSE,12,2019.0
VA,CLINTON L. JENKINS,CLINTON LEROY JENKINS-CLINTONFORVIRGINIA,STATE HOUSE,76,2019.0
VA,JERRAULD C. JONES,MR JERRAULD CHARLES COREY JONES-FRIENDS OF JAY JONES,STATE HOUSE,89,2019.0
VA,MARK L. KEAM,MARK L. KEAM-KEAM FOR DELEGATE,STATE HOUSE,35,2019.0
VA,JENNIFER A. KIGGANS,MRS. JENNIFER ANN KIGGANS-FRIENDS FOR JEN KIGGANS,STATE SENATE,7,2019.0
VA,TERRY GENE KILGORE,MR. TERRY G. KILGORE-KILGORE FOR DELEGATE,STATE HOUSE,1,2019.0
VA,CANDI KING,MRS. CANDI  KING-CANDI KING FOR VA,STATE HOUSE,2,2021.0
VA,BARRY D. KNIGHT,BARRY DEAN KNIGHT-FRIENDS OF BARRY D. KNIGHT,STATE HOUSE,81,2019.0
VA,L. KAYE KORY,L KAYE KORY-KAYE KORY FOR HOUSE OF DELEGATES,STATE HOUSE,38,2019.0
VA,PAUL E. KRIZEK,MR. PAUL EUGENE KRIZEK-KRIZEK FOR DELEGATE,STATE HOUSE,44,2019.0
VA,DAVE A. LAROCK,MR. DAVID ALFRED LAROCK-DAVE LAROCK FOR DELEGATE,STATE HOUSE,33,2019.0
VA,JAMES A. LEFTWICH,JAMES JAY A. LEFTWICH JR.-LEFTWICH FOR DELEGATE,STATE HOUSE,78,2019.0
VA,MARK H. LEVINE,MR. MARK HERBERT LEVINE-MARK LEVINE FOR DELEGATE,STATE HOUSE,45,2019.0
VA,LYNWOOD W. LEWIS,LYNWOOD WAYNE LEWIS JR.-LEWIS FOR SENATE,STATE SENATE,6,2019.0
VA,MAMIE E. LOCKE,SENATOR MAMIE E LOCKE-LOCKE FOR STATE SENATE,STATE SENATE,2,2019.0
VA,ALFONSO H. LOPEZ,MR. ALFONSO  LOPEZ-LOPEZ FOR DELEGATE,STATE HOUSE,49,2019.0
VA,L. LOUISE LUCAS,LILLIE LOUISE LUCAS-LUCAS FOR SENATE CAMPAIGN,STATE SENATE,18,2019.0
VA,DAVID W. MARSDEN,DAVID  MARSDEN-MARSDEN FOR SENATE,STATE SENATE,37,2019.0
VA,DANIEL W. MARSHALL,DANIEL WEBSTER MARSHALL III-DANNY MARSHALL ELECTION COMMITTEE,STATE HOUSE,14,2019.0
VA,T. MONTGOMERY MASON,TAYLOR MONTGOMERY MASON-FRIENDS OF MONTY MASON,STATE SENATE,1,2019.0
VA,JENNIFER L. MCCLELLAN,JENNIFER L. MCCLELLAN-FRIENDS FOR JENNIFER MCCLELLAN,STATE SENATE,9,2019.0
VA,RYAN T. MCDOUGLE,SENATOR RYAN TODD MCDOUGLE-MCDOUGLE FOR VIRGINIA,STATE SENATE,4,2019.0
VA,JOHN J. MCGUIRE,MR JOHN JOSEPH MCGUIRE III-FRIENDS OF JOHN MCGUIRE,STATE HOUSE,56,2019.0
VA,JOSEPH P. MCNAMARA,JOSEPH  MCNAMARA-MCNAMARA FOR DELEGATE,STATE HOUSE,8,2019.0
VA,JEREMY S. MCPIKE,MR. JEREMY SCOTT MCPIKE-MCPIKE FOR SENATE,STATE SENATE,29,2019.0
